PARAMETER,CHOICE #,CHOICE NAME,SETTING0,SETTING1,SETTING2,SETTING3,SETTING4,SETTING5,SETTING6,SETTING7,SETTING8,SETTING9,SETTING10
loopback0,0,None,DRP.FIB_LOOPBACK_SEL_LANE0=00,PORT.NEARLOOPBACKEN0=0,PORT.FARLOOPBACKEN0=0,,,,,,,,
loopback1,0,None,DRP.FIB_LOOPBACK_SEL_LANE1=00,PORT.NEARLOOPBACKEN1=0,PORT.FARLOOPBACKEN1=0,,,,,,,,
loopback2,0,None,DRP.FIB_LOOPBACK_SEL_LANE2=00,PORT.NEARLOOPBACKEN2=0,PORT.FARLOOPBACKEN2=0,,,,,,,,
loopback3,0,None,DRP.FIB_LOOPBACK_SEL_LANE3=00,PORT.NEARLOOPBACKEN3=0,PORT.FARLOOPBACKEN3=0,,,,,,,,
loopback4,0,None,DRP.FIB_LOOPBACK_SEL_LANE4=00,PORT.NEARLOOPBACKEN4=0,PORT.FARLOOPBACKEN4=0,,,,,,,,
loopback5,0,None,DRP.FIB_LOOPBACK_SEL_LANE5=00,PORT.NEARLOOPBACKEN5=0,PORT.FARLOOPBACKEN5=0,,,,,,,,
loopback6,0,None,DRP.FIB_LOOPBACK_SEL_LANE6=00,PORT.NEARLOOPBACKEN6=0,PORT.FARLOOPBACKEN6=0,,,,,,,,
loopback7,0,None,DRP.FIB_LOOPBACK_SEL_LANE7=00,PORT.NEARLOOPBACKEN7=0,PORT.FARLOOPBACKEN7=0,,,,,,,,
txdatawidth0,0,20,PORT.TXDATAWIDTH0=00,,,,,,,,,,
txdatawidth0,1,40,PORT.TXDATAWIDTH0=01,,,,,,,,,,
txdatawidth0,2,80,PORT.TXDATAWIDTH0=10,,,,,,,,,,
txdatawidth0,3,160,PORT.TXDATAWIDTH0=11,,,,,,,,,,
rxdatawidth0,0,20,PORT.RXDATAWIDTH0=00,,,,,,,,,,
rxdatawidth0,1,40,PORT.RXDATAWIDTH0=01,,,,,,,,,,
rxdatawidth0,2,80,PORT.RXDATAWIDTH0=10,,,,,,,,,,
rxdatawidth0,3,160,PORT.RXDATAWIDTH0=11,,,,,,,,,,
txdatawidth1,0,20,PORT.TXDATAWIDTH1=00,,,,,,,,,,
txdatawidth1,1,40,PORT.TXDATAWIDTH1=01,,,,,,,,,,
txdatawidth1,2,80,PORT.TXDATAWIDTH1=10,,,,,,,,,,
txdatawidth1,3,160,PORT.TXDATAWIDTH1=11,,,,,,,,,,
rxdatawidth1,0,20,PORT.RXDATAWIDTH1=00,,,,,,,,,,
rxdatawidth1,1,40,PORT.RXDATAWIDTH1=01,,,,,,,,,,
rxdatawidth1,2,80,PORT.RXDATAWIDTH1=10,,,,,,,,,,
rxdatawidth1,3,160,PORT.RXDATAWIDTH1=11,,,,,,,,,,
txdatawidth2,0,20,PORT.TXDATAWIDTH2=00,,,,,,,,,,
txdatawidth2,1,40,PORT.TXDATAWIDTH2=01,,,,,,,,,,
txdatawidth2,2,80,PORT.TXDATAWIDTH2=10,,,,,,,,,,
txdatawidth2,3,160,PORT.TXDATAWIDTH2=11,,,,,,,,,,
rxdatawidth2,0,20,PORT.RXDATAWIDTH2=00,,,,,,,,,,
rxdatawidth2,1,40,PORT.RXDATAWIDTH2=01,,,,,,,,,,
rxdatawidth2,2,80,PORT.RXDATAWIDTH2=10,,,,,,,,,,
rxdatawidth2,3,160,PORT.RXDATAWIDTH2=11,,,,,,,,,,
txdatawidth3,0,20,PORT.TXDATAWIDTH3=00,,,,,,,,,,
txdatawidth3,1,40,PORT.TXDATAWIDTH3=01,,,,,,,,,,
txdatawidth3,2,80,PORT.TXDATAWIDTH3=10,,,,,,,,,,
txdatawidth3,3,160,PORT.TXDATAWIDTH3=11,,,,,,,,,,
rxdatawidth3,0,20,PORT.RXDATAWIDTH3=00,,,,,,,,,,
rxdatawidth3,1,40,PORT.RXDATAWIDTH3=01,,,,,,,,,,
rxdatawidth3,2,80,PORT.RXDATAWIDTH3=10,,,,,,,,,,
rxdatawidth3,3,160,PORT.RXDATAWIDTH3=11,,,,,,,,,,
txdatawidth4,0,20,PORT.TXDATAWIDTH4=00,,,,,,,,,,
txdatawidth4,1,40,PORT.TXDATAWIDTH4=01,,,,,,,,,,
txdatawidth4,2,80,PORT.TXDATAWIDTH4=10,,,,,,,,,,
txdatawidth4,3,160,PORT.TXDATAWIDTH4=11,,,,,,,,,,
rxdatawidth4,0,20,PORT.RXDATAWIDTH4=00,,,,,,,,,,
rxdatawidth4,1,40,PORT.RXDATAWIDTH4=01,,,,,,,,,,
rxdatawidth4,2,80,PORT.RXDATAWIDTH4=10,,,,,,,,,,
rxdatawidth4,3,160,PORT.RXDATAWIDTH4=11,,,,,,,,,,
txdatawidth5,0,20,PORT.TXDATAWIDTH5=00,,,,,,,,,,
txdatawidth5,1,40,PORT.TXDATAWIDTH5=01,,,,,,,,,,
txdatawidth5,2,80,PORT.TXDATAWIDTH5=10,,,,,,,,,,
txdatawidth5,3,160,PORT.TXDATAWIDTH5=11,,,,,,,,,,
rxdatawidth5,0,20,PORT.RXDATAWIDTH5=00,,,,,,,,,,
rxdatawidth5,1,40,PORT.RXDATAWIDTH5=01,,,,,,,,,,
rxdatawidth5,2,80,PORT.RXDATAWIDTH5=10,,,,,,,,,,
rxdatawidth5,3,160,PORT.RXDATAWIDTH5=11,,,,,,,,,,
txdatawidth6,0,20,PORT.TXDATAWIDTH6=00,,,,,,,,,,
txdatawidth6,1,40,PORT.TXDATAWIDTH6=01,,,,,,,,,,
txdatawidth6,2,80,PORT.TXDATAWIDTH6=10,,,,,,,,,,
txdatawidth6,3,160,PORT.TXDATAWIDTH6=11,,,,,,,,,,
rxdatawidth6,0,20,PORT.RXDATAWIDTH6=00,,,,,,,,,,
rxdatawidth6,1,40,PORT.RXDATAWIDTH6=01,,,,,,,,,,
rxdatawidth6,2,80,PORT.RXDATAWIDTH6=10,,,,,,,,,,
rxdatawidth6,3,160,PORT.RXDATAWIDTH6=11,,,,,,,,,,
txdatawidth7,0,20,PORT.TXDATAWIDTH7=00,,,,,,,,,,
txdatawidth7,1,40,PORT.TXDATAWIDTH7=01,,,,,,,,,,
txdatawidth7,2,80,PORT.TXDATAWIDTH7=10,,,,,,,,,,
txdatawidth7,3,160,PORT.TXDATAWIDTH7=11,,,,,,,,,,
rxdatawidth7,0,20,PORT.RXDATAWIDTH7=00,,,,,,,,,,
rxdatawidth7,1,40,PORT.RXDATAWIDTH7=01,,,,,,,,,,
rxdatawidth7,2,80,PORT.RXDATAWIDTH7=10,,,,,,,,,,
rxdatawidth7,3,160,PORT.RXDATAWIDTH7=11,,,,,,,,,,
txoutclk0_lane_sel,0,LANE0,DRP.TXOUTCLK0_LANE_SEL=000,,,,,,,,,,
txoutclk0_lane_sel,1,LANE1,DRP.TXOUTCLK0_LANE_SEL=001,,,,,,,,,,
txoutclk0_lane_sel,2,LANE2,DRP.TXOUTCLK0_LANE_SEL=010,,,,,,,,,,
txoutclk0_lane_sel,3,LANE3,DRP.TXOUTCLK0_LANE_SEL=011,,,,,,,,,,
txoutclk0_lane_sel,4,LANE4,DRP.TXOUTCLK0_LANE_SEL=100,,,,,,,,,,
txoutclk0_lane_sel,5,LANE5,DRP.TXOUTCLK0_LANE_SEL=101,,,,,,,,,,
txoutclk0_lane_sel,6,LANE6,DRP.TXOUTCLK0_LANE_SEL=110,,,,,,,,,,
txoutclk0_lane_sel,7,LANE7,DRP.TXOUTCLK0_LANE_SEL=111,,,,,,,,,,
txoutclk1_lane_sel,0,LANE0,DRP.TXOUTCLK1_LANE_SEL=000,,,,,,,,,,
txoutclk1_lane_sel,1,LANE1,DRP.TXOUTCLK1_LANE_SEL=001,,,,,,,,,,
txoutclk1_lane_sel,2,LANE2,DRP.TXOUTCLK1_LANE_SEL=010,,,,,,,,,,
txoutclk1_lane_sel,3,LANE3,DRP.TXOUTCLK1_LANE_SEL=011,,,,,,,,,,
txoutclk1_lane_sel,4,LANE4,DRP.TXOUTCLK1_LANE_SEL=100,,,,,,,,,,
txoutclk1_lane_sel,5,LANE5,DRP.TXOUTCLK1_LANE_SEL=101,,,,,,,,,,
txoutclk1_lane_sel,6,LANE6,DRP.TXOUTCLK1_LANE_SEL=110,,,,,,,,,,
txoutclk1_lane_sel,7,LANE7,DRP.TXOUTCLK1_LANE_SEL=111,,,,,,,,,,
rxoutclk0_lane_sel,0,LANE0,DRP.RXOUTCLK0_LANE_SEL=000,,,,,,,,,,
rxoutclk0_lane_sel,1,LANE1,DRP.RXOUTCLK0_LANE_SEL=001,,,,,,,,,,
rxoutclk0_lane_sel,2,LANE2,DRP.RXOUTCLK0_LANE_SEL=010,,,,,,,,,,
rxoutclk0_lane_sel,3,LANE3,DRP.RXOUTCLK0_LANE_SEL=011,,,,,,,,,,
rxoutclk0_lane_sel,4,LANE4,DRP.RXOUTCLK0_LANE_SEL=100,,,,,,,,,,
rxoutclk0_lane_sel,5,LANE5,DRP.RXOUTCLK0_LANE_SEL=101,,,,,,,,,,
rxoutclk0_lane_sel,6,LANE6,DRP.RXOUTCLK0_LANE_SEL=110,,,,,,,,,,
rxoutclk0_lane_sel,7,LANE7,DRP.RXOUTCLK0_LANE_SEL=111,,,,,,,,,,
rxoutclk1_lane_sel,0,LANE0,DRP.RXOUTCLK1_LANE_SEL=000,,,,,,,,,,
rxoutclk1_lane_sel,1,LANE1,DRP.RXOUTCLK1_LANE_SEL=001,,,,,,,,,,
rxoutclk1_lane_sel,2,LANE2,DRP.RXOUTCLK1_LANE_SEL=010,,,,,,,,,,
rxoutclk1_lane_sel,3,LANE3,DRP.RXOUTCLK1_LANE_SEL=011,,,,,,,,,,
rxoutclk1_lane_sel,4,LANE4,DRP.RXOUTCLK1_LANE_SEL=100,,,,,,,,,,
rxoutclk1_lane_sel,5,LANE5,DRP.RXOUTCLK1_LANE_SEL=101,,,,,,,,,,
rxoutclk1_lane_sel,6,LANE6,DRP.RXOUTCLK1_LANE_SEL=110,,,,,,,,,,
rxoutclk1_lane_sel,7,LANE7,DRP.RXOUTCLK1_LANE_SEL=111,,,,,,,,,,
rxoutclk2_lane_sel,0,LANE0,DRP.RXOUTCLK2_LANE_SEL=000,,,,,,,,,,
rxoutclk2_lane_sel,1,LANE1,DRP.RXOUTCLK2_LANE_SEL=001,,,,,,,,,,
rxoutclk2_lane_sel,2,LANE2,DRP.RXOUTCLK2_LANE_SEL=010,,,,,,,,,,
rxoutclk2_lane_sel,3,LANE3,DRP.RXOUTCLK2_LANE_SEL=011,,,,,,,,,,
rxoutclk2_lane_sel,4,LANE4,DRP.RXOUTCLK2_LANE_SEL=100,,,,,,,,,,
rxoutclk2_lane_sel,5,LANE5,DRP.RXOUTCLK2_LANE_SEL=101,,,,,,,,,,
rxoutclk2_lane_sel,6,LANE6,DRP.RXOUTCLK2_LANE_SEL=110,,,,,,,,,,
rxoutclk2_lane_sel,7,LANE7,DRP.RXOUTCLK2_LANE_SEL=111,,,,,,,,,,
rxoutclk3_lane_sel,0,LANE0,DRP.RXOUTCLK3_LANE_SEL=000,,,,,,,,,,
rxoutclk3_lane_sel,1,LANE1,DRP.RXOUTCLK3_LANE_SEL=001,,,,,,,,,,
rxoutclk3_lane_sel,2,LANE2,DRP.RXOUTCLK3_LANE_SEL=010,,,,,,,,,,
rxoutclk3_lane_sel,3,LANE3,DRP.RXOUTCLK3_LANE_SEL=011,,,,,,,,,,
rxoutclk3_lane_sel,4,LANE4,DRP.RXOUTCLK3_LANE_SEL=100,,,,,,,,,,
rxoutclk3_lane_sel,5,LANE5,DRP.RXOUTCLK3_LANE_SEL=101,,,,,,,,,,
rxoutclk3_lane_sel,6,LANE6,DRP.RXOUTCLK3_LANE_SEL=110,,,,,,,,,,
rxoutclk3_lane_sel,7,LANE7,DRP.RXOUTCLK3_LANE_SEL=111,,,,,,,,,,
tx_pattern0,0,PRBS 7-bit,LOGIC.TXPAT_ID0=0001,,,,,,,,,,
tx_pattern0,1,PRBS 15-bit,LOGIC.TXPAT_ID0=0010,,,,,,,,,,
tx_pattern0,2,PRBS 23-bit,LOGIC.TXPAT_ID0=0011,,,,,,,,,,
tx_pattern0,3,PRBS 31-bit,LOGIC.TXPAT_ID0=0100,,,,,,,,,,
tx_pattern0,4,Fast Clk,LOGIC.TXPAT_ID0=0110,,,,,,,,,,
tx_pattern0,5,Slow Clk,LOGIC.TXPAT_ID0=0111,,,,,,,,,,
rx_pattern0,0,PRBS 7-bit,LOGIC.RXPAT_ID0=0001,,,,,,,,,,
rx_pattern0,1,PRBS 15-bit,LOGIC.RXPAT_ID0=0010,,,,,,,,,,
rx_pattern0,2,PRBS 23-bit,LOGIC.RXPAT_ID0=0011,,,,,,,,,,
rx_pattern0,3,PRBS 31-bit,LOGIC.RXPAT_ID0=0100,,,,,,,,,,
rx_pattern0,4,Fast Clk,LOGIC.RXPAT_ID0=0110,,,,,,,,,,
rx_pattern0,5,Slow Clk,LOGIC.RXPAT_ID0=0111,,,,,,,,,,
tx_pattern1,0,PRBS 7-bit,LOGIC.TXPAT_ID1=0001,,,,,,,,,,
tx_pattern1,1,PRBS 15-bit,LOGIC.TXPAT_ID1=0010,,,,,,,,,,
tx_pattern1,2,PRBS 23-bit,LOGIC.TXPAT_ID1=0011,,,,,,,,,,
tx_pattern1,3,PRBS 31-bit,LOGIC.TXPAT_ID1=0100,,,,,,,,,,
tx_pattern1,4,Fast Clk,LOGIC.TXPAT_ID1=0110,,,,,,,,,,
tx_pattern1,5,Slow Clk,LOGIC.TXPAT_ID1=0111,,,,,,,,,,
rx_pattern1,0,PRBS 7-bit,LOGIC.RXPAT_ID1=0001,,,,,,,,,,
rx_pattern1,1,PRBS 15-bit,LOGIC.RXPAT_ID1=0010,,,,,,,,,,
rx_pattern1,2,PRBS 23-bit,LOGIC.RXPAT_ID1=0011,,,,,,,,,,
rx_pattern1,3,PRBS 31-bit,LOGIC.RXPAT_ID1=0100,,,,,,,,,,
rx_pattern1,4,Fast Clk,LOGIC.RXPAT_ID1=0110,,,,,,,,,,
rx_pattern1,5,Slow Clk,LOGIC.RXPAT_ID1=0111,,,,,,,,,,
tx_pattern2,0,PRBS 7-bit,LOGIC.TXPAT_ID2=0001,,,,,,,,,,
tx_pattern2,1,PRBS 15-bit,LOGIC.TXPAT_ID2=0010,,,,,,,,,,
tx_pattern2,2,PRBS 23-bit,LOGIC.TXPAT_ID2=0011,,,,,,,,,,
tx_pattern2,3,PRBS 31-bit,LOGIC.TXPAT_ID2=0100,,,,,,,,,,
tx_pattern2,4,Fast Clk,LOGIC.TXPAT_ID2=0110,,,,,,,,,,
tx_pattern2,5,Slow Clk,LOGIC.TXPAT_ID2=0111,,,,,,,,,,
rx_pattern2,0,PRBS 7-bit,LOGIC.RXPAT_ID2=0001,,,,,,,,,,
rx_pattern2,1,PRBS 15-bit,LOGIC.RXPAT_ID2=0010,,,,,,,,,,
rx_pattern2,2,PRBS 23-bit,LOGIC.RXPAT_ID2=0011,,,,,,,,,,
rx_pattern2,3,PRBS 31-bit,LOGIC.RXPAT_ID2=0100,,,,,,,,,,
rx_pattern2,4,Fast Clk,LOGIC.RXPAT_ID2=0110,,,,,,,,,,
rx_pattern2,5,Slow Clk,LOGIC.RXPAT_ID2=0111,,,,,,,,,,
tx_pattern3,0,PRBS 7-bit,LOGIC.TXPAT_ID3=0001,,,,,,,,,,
tx_pattern3,1,PRBS 15-bit,LOGIC.TXPAT_ID3=0010,,,,,,,,,,
tx_pattern3,2,PRBS 23-bit,LOGIC.TXPAT_ID3=0011,,,,,,,,,,
tx_pattern3,3,PRBS 31-bit,LOGIC.TXPAT_ID3=0100,,,,,,,,,,
tx_pattern3,4,Fast Clk,LOGIC.TXPAT_ID3=0110,,,,,,,,,,
tx_pattern3,5,Slow Clk,LOGIC.TXPAT_ID3=0111,,,,,,,,,,
rx_pattern3,0,PRBS 7-bit,LOGIC.RXPAT_ID3=0001,,,,,,,,,,
rx_pattern3,1,PRBS 15-bit,LOGIC.RXPAT_ID3=0010,,,,,,,,,,
rx_pattern3,2,PRBS 23-bit,LOGIC.RXPAT_ID3=0011,,,,,,,,,,
rx_pattern3,3,PRBS 31-bit,LOGIC.RXPAT_ID3=0100,,,,,,,,,,
rx_pattern3,4,Fast Clk,LOGIC.RXPAT_ID3=0110,,,,,,,,,,
rx_pattern3,5,Slow Clk,LOGIC.RXPAT_ID3=0111,,,,,,,,,,
tx_pattern4,0,PRBS 7-bit,LOGIC.TXPAT_ID4=0001,,,,,,,,,,
tx_pattern4,1,PRBS 15-bit,LOGIC.TXPAT_ID4=0010,,,,,,,,,,
tx_pattern4,2,PRBS 23-bit,LOGIC.TXPAT_ID4=0011,,,,,,,,,,
tx_pattern4,3,PRBS 31-bit,LOGIC.TXPAT_ID4=0100,,,,,,,,,,
tx_pattern4,4,Fast Clk,LOGIC.TXPAT_ID4=0110,,,,,,,,,,
tx_pattern4,5,Slow Clk,LOGIC.TXPAT_ID4=0111,,,,,,,,,,
rx_pattern4,0,PRBS 7-bit,LOGIC.RXPAT_ID4=0001,,,,,,,,,,
rx_pattern4,1,PRBS 15-bit,LOGIC.RXPAT_ID4=0010,,,,,,,,,,
rx_pattern4,2,PRBS 23-bit,LOGIC.RXPAT_ID4=0011,,,,,,,,,,
rx_pattern4,3,PRBS 31-bit,LOGIC.RXPAT_ID4=0100,,,,,,,,,,
rx_pattern4,4,Fast Clk,LOGIC.RXPAT_ID4=0110,,,,,,,,,,
rx_pattern4,5,Slow Clk,LOGIC.RXPAT_ID4=0111,,,,,,,,,,
tx_pattern5,0,PRBS 7-bit,LOGIC.TXPAT_ID5=0001,,,,,,,,,,
tx_pattern5,1,PRBS 15-bit,LOGIC.TXPAT_ID5=0010,,,,,,,,,,
tx_pattern5,2,PRBS 23-bit,LOGIC.TXPAT_ID5=0011,,,,,,,,,,
tx_pattern5,3,PRBS 31-bit,LOGIC.TXPAT_ID5=0100,,,,,,,,,,
tx_pattern5,4,Fast Clk,LOGIC.TXPAT_ID5=0110,,,,,,,,,,
tx_pattern5,5,Slow Clk,LOGIC.TXPAT_ID5=0111,,,,,,,,,,
rx_pattern5,0,PRBS 7-bit,LOGIC.RXPAT_ID5=0001,,,,,,,,,,
rx_pattern5,1,PRBS 15-bit,LOGIC.RXPAT_ID5=0010,,,,,,,,,,
rx_pattern5,2,PRBS 23-bit,LOGIC.RXPAT_ID5=0011,,,,,,,,,,
rx_pattern5,3,PRBS 31-bit,LOGIC.RXPAT_ID5=0100,,,,,,,,,,
rx_pattern5,4,Fast Clk,LOGIC.RXPAT_ID5=0110,,,,,,,,,,
rx_pattern5,5,Slow Clk,LOGIC.RXPAT_ID5=0111,,,,,,,,,,
tx_pattern6,0,PRBS 7-bit,LOGIC.TXPAT_ID6=0001,,,,,,,,,,
tx_pattern6,1,PRBS 15-bit,LOGIC.TXPAT_ID6=0010,,,,,,,,,,
tx_pattern6,2,PRBS 23-bit,LOGIC.TXPAT_ID6=0011,,,,,,,,,,
tx_pattern6,3,PRBS 31-bit,LOGIC.TXPAT_ID6=0100,,,,,,,,,,
tx_pattern6,4,Fast Clk,LOGIC.TXPAT_ID6=0110,,,,,,,,,,
tx_pattern6,5,Slow Clk,LOGIC.TXPAT_ID6=0111,,,,,,,,,,
rx_pattern6,0,PRBS 7-bit,LOGIC.RXPAT_ID6=0001,,,,,,,,,,
rx_pattern6,1,PRBS 15-bit,LOGIC.RXPAT_ID6=0010,,,,,,,,,,
rx_pattern6,2,PRBS 23-bit,LOGIC.RXPAT_ID6=0011,,,,,,,,,,
rx_pattern6,3,PRBS 31-bit,LOGIC.RXPAT_ID6=0100,,,,,,,,,,
rx_pattern6,4,Fast Clk,LOGIC.RXPAT_ID6=0110,,,,,,,,,,
rx_pattern6,5,Slow Clk,LOGIC.RXPAT_ID6=0111,,,,,,,,,,
tx_pattern7,0,PRBS 7-bit,LOGIC.TXPAT_ID7=0001,,,,,,,,,,
tx_pattern7,1,PRBS 15-bit,LOGIC.TXPAT_ID7=0010,,,,,,,,,,
tx_pattern7,2,PRBS 23-bit,LOGIC.TXPAT_ID7=0011,,,,,,,,,,
tx_pattern7,3,PRBS 31-bit,LOGIC.TXPAT_ID7=0100,,,,,,,,,,
tx_pattern7,4,Fast Clk,LOGIC.TXPAT_ID7=0110,,,,,,,,,,
tx_pattern7,5,Slow Clk,LOGIC.TXPAT_ID7=0111,,,,,,,,,,
rx_pattern7,0,PRBS 7-bit,LOGIC.RXPAT_ID7=0001,,,,,,,,,,
rx_pattern7,1,PRBS 15-bit,LOGIC.RXPAT_ID7=0010,,,,,,,,,,
rx_pattern7,2,PRBS 23-bit,LOGIC.RXPAT_ID7=0011,,,,,,,,,,
rx_pattern7,3,PRBS 31-bit,LOGIC.RXPAT_ID7=0100,,,,,,,,,,
rx_pattern7,4,Fast Clk,LOGIC.RXPAT_ID7=0110,,,,,,,,,,
rx_pattern7,5,Slow Clk,LOGIC.RXPAT_ID7=0111,,,,,,,,,,
txusrclk_sel_lane0,0,TXUSRCLK0,DRP.TXUSRCLK_SEL_LANE0=000,,,,,,,,,,
txusrclk_sel_lane0,1,TXUSRCLK1,DRP.TXUSRCLK_SEL_LANE0=001,,,,,,,,,,
txusrclk_sel_lane0,2,TXUSRCLK2,DRP.TXUSRCLK_SEL_LANE0=010,,,,,,,,,,
txusrclk_sel_lane0,3,TXUSRCLK3,DRP.TXUSRCLK_SEL_LANE0=011,,,,,,,,,,
txusrclk_sel_lane0,4,TXUSRCLK4,DRP.TXUSRCLK_SEL_LANE0=100,,,,,,,,,,
txusrclk_sel_lane0,5,TXUSRCLK5,DRP.TXUSRCLK_SEL_LANE0=101,,,,,,,,,,
txusrclk_sel_lane0,6,TXUSRCLK6,DRP.TXUSRCLK_SEL_LANE0=110,,,,,,,,,,
txusrclk_sel_lane0,7,TXUSRCLK7,DRP.TXUSRCLK_SEL_LANE0=111,,,,,,,,,,
txusrclk_sel_lane1,0,TXUSRCLK0,DRP.TXUSRCLK_SEL_LANE1=000,,,,,,,,,,
txusrclk_sel_lane1,1,TXUSRCLK1,DRP.TXUSRCLK_SEL_LANE1=001,,,,,,,,,,
txusrclk_sel_lane1,2,TXUSRCLK2,DRP.TXUSRCLK_SEL_LANE1=010,,,,,,,,,,
txusrclk_sel_lane1,3,TXUSRCLK3,DRP.TXUSRCLK_SEL_LANE1=011,,,,,,,,,,
txusrclk_sel_lane1,4,TXUSRCLK4,DRP.TXUSRCLK_SEL_LANE1=100,,,,,,,,,,
txusrclk_sel_lane1,5,TXUSRCLK5,DRP.TXUSRCLK_SEL_LANE1=101,,,,,,,,,,
txusrclk_sel_lane1,6,TXUSRCLK6,DRP.TXUSRCLK_SEL_LANE1=110,,,,,,,,,,
txusrclk_sel_lane1,7,TXUSRCLK7,DRP.TXUSRCLK_SEL_LANE1=111,,,,,,,,,,
txusrclk_sel_lane2,0,TXUSRCLK0,DRP.TXUSRCLK_SEL_LANE2=000,,,,,,,,,,
txusrclk_sel_lane2,1,TXUSRCLK1,DRP.TXUSRCLK_SEL_LANE2=001,,,,,,,,,,
txusrclk_sel_lane2,2,TXUSRCLK2,DRP.TXUSRCLK_SEL_LANE2=010,,,,,,,,,,
txusrclk_sel_lane2,3,TXUSRCLK3,DRP.TXUSRCLK_SEL_LANE2=011,,,,,,,,,,
txusrclk_sel_lane2,4,TXUSRCLK4,DRP.TXUSRCLK_SEL_LANE2=100,,,,,,,,,,
txusrclk_sel_lane2,5,TXUSRCLK5,DRP.TXUSRCLK_SEL_LANE2=101,,,,,,,,,,
txusrclk_sel_lane2,6,TXUSRCLK6,DRP.TXUSRCLK_SEL_LANE2=110,,,,,,,,,,
txusrclk_sel_lane2,7,TXUSRCLK7,DRP.TXUSRCLK_SEL_LANE2=111,,,,,,,,,,
